gap_year,location,living,gender,race,pre_o,sports,best,p1_meet,p1_closeness,p2_meet,p2_closeness,p3_meet,p3_closeness,p4_meet,p4_closeness,contact,group_size,in_person,satisfaction,fourth_id,first_id,id,third_id,second_id,most_connected
No,The Yard,Suitemates,Male,White,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,Exploring the area,Very Satisfied,626,1048,930,113,938,574
No,Other,Not Applicable,Male,White,FOP: First-Year Outdoor Program,No,"Social media (GroupMe, Instagram, Discord, etc.)",Virtual entryway,1,Breakout room of a class,2,"Social media (GroupMe, Instagram, Discord, etc.)",3,Friend of a friend,3,Shared class,3,The Yard,Dissatisfied,289,496,931,651,328,702
Yes,The Yard,Suitemates,Male,Other,FOP: First-Year Outdoor Program,No,Friend of a friend,Friend of a friend,4,Friend of a friend,3,Already knew them before coming to Harvard,4,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Yard,Neutral,202,423,932,638,643,399
No,The Yard,Suitemates,Male,White,None,No,Friend of a friend,Zoom lecture,3,Roommate/Suitemate,3,Roommate/Suitemate,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Dissatisfied,654,719,933,1098,183,719
No,At Home (in the US),Not Applicable,Male,Asian,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",2,"Social media (GroupMe, Instagram, Discord, etc.)",2,Shared class,6,Not Applicable,Neutral,715,1068,935,390,351,718
No,A River House,Single,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Roommate/Suitemate,Club/co-curricular activity,2,Virtual entryway,2,Virtual entryway,2,Club/co-curricular activity,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Very Dissatisfied,708,504,936,499,948,289
No,A River House,Suitemates,Female,White,FAP: First-Year Arts Program,No,Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,Exploring the area,Satisfied,414,113,938,1048,930,574
No,A River House,Suitemates,Female,White,FUP: First-Year Urban Program,No,Club/co-curricular activity,Roommate/Suitemate,4,Already knew them before coming to Harvard,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The River,Satisfied,729,736,940,1071,261,318
No,The Yard,Suitemates,Female,Black or African American,FUP: First-Year Urban Program,No,Friend of a friend,Friend of a friend,5,Friend of a friend,4,Friend of a friend,5,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Dissatisfied,1080,271,942,702,212,289
No,The Yard,Suitemates,Male,Asian,FOP: First-Year Outdoor Program,No,Friend of a friend,Already knew them before coming to Harvard,4,"In-person (The courtyard, the line at the dining hall, etc.)",3,Roommate/Suitemate,3,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,Exploring the area,Satisfied,531,1023,946,360,733,718
No,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)",Club/co-curricular activity,4,Breakout room of a class,4,Club/co-curricular activity,3,Club/co-curricular activity,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The Yard,Dissatisfied,1014,1016,948,725,49,318
No,The Quad,Suitemates,Female,Black or African American,None,No,"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",5,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,Indoor gatherings,Satisfied,458,501,949,265,767,501
No,The Yard,Single,Female,Asian,FUP: First-Year Urban Program,No,Friend of a friend,"In-person (The courtyard, the line at the dining hall, etc.)",5,Friend of a friend,5,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",20,A restaurant in the area,Satisfied,1017,725,955,210,673,220
No,A River House,Suitemates,Female,White,FYRE: First-Year Retreat and Experience,Yes (Intramural),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Roommate/Suitemate,4,Pre-orientation program,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,Exploring the area,Neutral,176,952,957,198,665,318
No,A River House,Suitemates,Female,Hispanic or Latino,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,A restaurant in the area,Very Satisfied,503,552,960,978,911,814
No,At Home (international student),Not Applicable,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,3,Already knew them before coming to Harvard,2,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Neutral,1062,417,961,685,1073,289
No,The Quad,Suitemates,Male,White,FOP: First-Year Outdoor Program,No,Friend of a friend,Breakout room of a class,3,Club/co-curricular activity,3,Friend of a friend,3,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Yard,Neutral,747,455,962,1076,383,1046
No,A River House,Suitemates,Female,Asian,FUP: First-Year Urban Program,No,Roommate/Suitemate,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,A restaurant in the area,Very Dissatisfied,1078,896,964,363,640,73
Yes,At Home (international student),Not Applicable,Male,Asian,FIP: First-Year International Program,No,Club/co-curricular activity,Friend of a friend,4,Friend of a friend,3,Pre-orientation program,1,Virtual entryway,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,1081,288,966,793,251,321
No,A River House,Suitemates,Male,Other,FUP: First-Year Urban Program,No,Pre-orientation program,Already knew them before coming to Harvard,4,Roommate/Suitemate,4,"In-person (The courtyard, the line at the dining hall, etc.)",3,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,The Square,Satisfied,850,722,967,771,777,967
No,The Yard,Suitemates,Male,Asian,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",2,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",20,Exploring the area,Satisfied,1077,5,972,999,705,1068
No,The Yard,Suitemates,Female,Black or African American,FAP: First-Year Arts Program,No,Roommate/Suitemate,"In-person (The courtyard, the line at the dining hall, etc.)",5,Friend of a friend,4,Zoom lecture,4,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Yard,Satisfied,756,6,973,780,119,570
No,A River House,Suitemates,Female,Asian,LIFE: Leadership Institute for the First-Year Experience,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",2,"Living in close proximity (same floor, same house/dorm, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Yard,Neutral,333,294,974,1051,978,289
No,The Yard,Suitemates,Male,Hispanic or Latino,None,Yes (Varsity),Roommate/Suitemate,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Dissatisfied,769,1001,976,759,527,289
No,At Home (in the US),Not Applicable,Female,Asian,None,No,"Social media (GroupMe, Instagram, Discord, etc.)",Virtual entryway,3,Virtual entryway,3,Zoom lecture,3,Zoom lecture,3,Shared class,0,Not Applicable,Neutral,699,836,988,471,846,955
No,At Home (in the US),Not Applicable,Male,Black or African American,FYRE: First-Year Retreat and Experience,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",4,Already knew them before coming to Harvard,5,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Neutral,595,72,992,645,626,98
No,The Yard,Suitemates,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Roommate/Suitemate,Roommate/Suitemate,5,Friend of a friend,3,Friend of a friend,4,Pre-orientation program,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",8,The Yard,Neutral,440,595,994,877,926,578
No,At Home (in the US),Not Applicable,Female,Asian,FUP: First-Year Urban Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)",Virtual event to meet people (“speed friending” or similar),4,Friend of a friend,3,Already knew them before coming to Harvard,3,Friend of a friend,3,Shared club/co-curricular activity,0,Not Applicable,Dissatisfied,119,683,996,698,277,289
No,The Yard,Suitemates,Male,Asian,LIFE: Leadership Institute for the First-Year Experience,No,"Living in close proximity (same floor, same house, etc.)",Friend of a friend,5,"Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,5,"Social media (GroupMe, Instagram, Discord, etc.)",5,Hang out in room/suite,4,Indoor gatherings,Very Satisfied,1087,812,999,554,705,1068
No,The Yard,Single,Male,Asian,None,Yes (Club),Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,The courtyard of your house/dorm,Neutral,564,998,1002,125,645,212
No,A River House,Suitemates,Female,Hispanic or Latino,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Already knew them before coming to Harvard,3,Already knew them before coming to Harvard,3,Already knew them before coming to Harvard,3,Hang out in room/suite,3,A restaurant in the area,Neutral,813,92,1009,634,130,466
No,At Home (international student),Not Applicable,Female,White,FIP: First-Year International Program,No,Pre-orientation program,Zoom lecture,5,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",4,Zoom lecture,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Satisfied,195,904,1011,970,944,289
No,The Quad,Suitemates,Female,Asian,None,Yes (Varsity),"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,3,Friend of a friend,4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Neutral,236,212,1012,162,969,687
No,At Home (international student),Not Applicable,Female,Other,FIP: First-Year International Program,No,Pre-orientation program,Pre-orientation program,3,Pre-orientation program,3,Pre-orientation program,1,Virtual entryway,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Neutral,361,655,1013,13,836,291
No,At Home (in the US),Not Applicable,Female,Black or African American,FAP: First-Year Arts Program,No,Roommate/Suitemate,Breakout room of a class,3,Club/co-curricular activity,3,Breakout room of a class,3,Breakout room of a class,3,Shared class,0,Not Applicable,Satisfied,688,1028,1014,386,73,450
Yes,The Yard,Suitemates,Female,Asian,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,5,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",3,Hang out in room/suite,0,Indoor gatherings,Satisfied,948,725,1017,210,454,360
No,The Yard,Suitemates,Female,White,None,No,"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,3,Friend of a friend,2,Friend of a friend,2,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,Exploring the area,Satisfied,289,672,1018,289,289,814
No,The Yard,Suitemates,Female,Black or African American,FOP: First-Year Outdoor Program,No,Breakout room of a class,Already knew them before coming to Harvard,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Already knew them before coming to Harvard,4,Early admit event,5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,Exploring the area,Satisfied,736,241,1020,377,973,318
No,At Home (in the US),Not Applicable,Female,Black or African American,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,Breakout room of a class,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Neutral,614,758,1021,851,705,909
Yes,At Home (international student),Not Applicable,Female,Black or African American,FIP: First-Year International Program,No,Pre-orientation program,"Social media (GroupMe, Instagram, Discord, etc.)",3,Virtual event to meet people (“speed friending” or similar),4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Already knew them before coming to Harvard,5,"Social media (GroupMe, Instagram, Discord, texting, etc.)",1,Not Applicable,Neutral,27,645,1026,658,392,645
No,A River House,Suitemates,Female,White,None,No,Friend of a friend,Friend of a friend,4,Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The River,Satisfied,329,818,1027,349,616,329
No,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",5,Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,The courtyard of your house/dorm,Neutral,479,117,1029,87,324,269
No,A River House,Suitemates,Female,Black or African American,FAP: First-Year Arts Program,No,Pre-orientation program,Pre-orientation program,3,Friend of a friend,2,Roommate/Suitemate,3,Pre-orientation program,1,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Square,Satisfied,540,629,1030,661,179,375
No,The Yard,Single,Female,Other,None,No,"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,A restaurant in the area,Dissatisfied,18,848,1031,103,200,814
No,At Home (in the US),Not Applicable,Female,Asian,FUP: First-Year Urban Program,No,"Living in close proximity (same floor, same house, etc.)",Zoom lecture,3,Friend of a friend,1,Pre-orientation program,1,"Social media (GroupMe, Instagram, Discord, etc.)",1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,1093,131,1034,761,424,289
No,The Yard,Suitemates,Male,Hispanic or Latino,FYRE: First-Year Retreat and Experience,Yes (Club),Already knew them before coming to Harvard,Club/co-curricular activity,4,Already knew them before coming to Harvard,5,Friend of a friend,3,Roommate/Suitemate,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Satisfied,537,496,1038,575,453,645
No,The Yard,Suitemates,Male,White,FOP: First-Year Outdoor Program,Yes (Club),Club/co-curricular activity,"In-person (The courtyard, the line at the dining hall, etc.)",5,"In-person (The courtyard, the line at the dining hall, etc.)",5,"In-person (The courtyard, the line at the dining hall, etc.)",5,"In-person (The courtyard, the line at the dining hall, etc.)",5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,A restaurant in the area,Very Satisfied,476,360,1044,256,186,360
No,A River House,Suitemates,Female,Hispanic or Latino,None,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",6,The Yard,Very Satisfied,833,938,1048,113,930,1005
No,The Yard,Suitemates,Female,Asian,FYRE: First-Year Retreat and Experience,No,"Social media (GroupMe, Instagram, Discord, etc.)",Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Friend of a friend,4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,The Yard,Satisfied,35,49,1049,963,63,645
Yes,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,Friend of a friend,2,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Neutral,397,465,1050,978,549,289
No,At Home (international student),Not Applicable,Female,White,FIP: First-Year International Program,Yes (Varsity),Virtual entryway,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Breakout room of a class,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Not Applicable,Neutral,319,794,1056,864,307,309
No,The Yard,Suitemates,Male,Other,FYRE: First-Year Retreat and Experience,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,4,Roommate/Suitemate,3,Pre-orientation program,4,Pre-orientation program,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Neutral,387,129,1063,785,581,814
No,The Yard,Suitemates,Male,White,None,No,Roommate/Suitemate,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Roommate/Suitemate,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,The River,Dissatisfied,232,1037,1064,1089,1036,289
No,A River House,Suitemates,Male,Hispanic or Latino,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,2,Already knew them before coming to Harvard,2,Already knew them before coming to Harvard,2,Already knew them before coming to Harvard,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Dissatisfied,289,289,1067,289,289,289
No,A River House,Suitemates,Genderqueer/Gender Non-Conforming,Black or African American,None,No,Roommate/Suitemate,Roommate/Suitemate,5,Already knew them before coming to Harvard,5,Zoom lecture,3,Already knew them before coming to Harvard,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",8,A restaurant in the area,Neutral,788,216,1069,651,605,605
No,A River House,Single,Male,Asian,FOP: First-Year Outdoor Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Pre-orientation program,2,Already knew them before coming to Harvard,1,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Satisfied,184,867,1072,632,642,184
No,A River House,Single,Female,Asian,None,No,Friend of a friend,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,The Square,Very Satisfied,311,653,1074,293,403,561
No,The Yard,Suitemates,Female,Other,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,4,Friend of a friend,5,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,Exploring the area,Neutral,254,917,1076,962,486,348
No,A River House,Single,Female,Hispanic or Latino,FAP: First-Year Arts Program,Yes (Club),"Living in close proximity (same floor, same house, etc.)",Virtual entryway,5,Social Media (groupme) but soon began talking on Zoom,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,Indoor gatherings,Satisfied,1024,748,1084,674,915,687
No,The Yard,Single,Female,White,None,No,Roommate/Suitemate,"Living in close proximity (same floor, same house/dorm, etc.)",3,Virtual entryway,1,"NA",1,"NA",1,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Dissatisfied,289,67,1085,289,371,289
No,A River House,Suitemates,Male,White,None,No,Club/co-curricular activity,Club/co-curricular activity,3,Club/co-curricular activity,3,Club/co-curricular activity,3,Roommate/Suitemate,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Square,Dissatisfied,515,816,1088,182,47,1005
No,The Quad,Suitemates,Male,Asian,None,Yes (Varsity),"Living in close proximity (same floor, same house, etc.)",Club/co-curricular activity,5,Roommate/Suitemate,4,Roommate/Suitemate,4,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",15,A restaurant in the area,Very Satisfied,343,968,1097,303,597,968
